"BehaviorSpace results (NetLogo 6.0)"
"untrust_reputation_jt_core_gp_var.nlogo"
"gp_var_1stconfig_TOTAL_10%discoverers_10nodes_10%attackers"
"01/11/2018 12:13:16:796 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","1","2","3","4","5","6","7","8","9","10"
"rankP","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"_is-debug","false","false","false","false","false","false","false","false","false","false"
"_network_type","""total""","""total""","""total""","""total""","""total""","""total""","""total""","""total""","""total""","""total"""
"network_coverage_for_attack","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"_log","false","false","false","false","false","false","false","false","false","false"
"_nodes","10","10","10","10","10","10","10","10","10","10"
"number_attacker","1","1","1","1","1","1","1","1","1","1"
"discoverer_turtles","1","1","1","1","1","1","1","1","1","1"
"[reporter]","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0"
,"1","0.8","0.8","0.9","0.9","1","1","1","1","1"
,"1","0.9","0.9","1","0.9","1","1","1","0.9","0.9"
,"1","1","0.9","0.8","0.8","0.8","0.9","1","1","0.9"
,"1","1","1","0.9","1","0.9","1","0.8","1","0.8"
,"0.8","0.8","1","0.9","1","1","0.8","1","1","1"
,"1","0.9","0.8","1","0.8","1","1","1","0.9","1"
,"1","1","1","0.9","0.9","0.9","1","0.8","1","1"
,"0.8","1","1","1","1","0.9","0.8","0.9","1","1"
,"0.9","1","1","1","1","0.9","1","1","0.8","0.9"
,"0.9","0.9","0.8","1","0.9","0.8","1","1","1","1"
,"0.9","1","1","1","0.8","1","0.9","0.8","1","0.9"
,"1","1","1","1","0.9","1","1","1","0.9","0.8"
,"1","0.9","1","1","1","1","0.9","0.8","1","1"
,"0.9","1","0.8","1","1","1","0.9","0.9","1","0.8"
,"0.9","0.9","0.9","0.8","0.8","0.8","0.9","0.9","1","0.9"
,"1","0.9","1","0.9","1","1","1","0.9","1","1"
,"1","0.9","1","1","1","0.9","0.9","1","0.9","0.9"
,"0.9","1","1","1","0.9","1","0.8","0.8","1","1"
,"0.9","0.8","0.9","1","1","1","1","1","0.9","0.8"
,"0.9","0.8","1","0.9","1","0.9","1","0.9","0.9","0.7"
,"0.9","0.9","1","0.8","1","0.8","1","1","1","0.9"
,"1","0.9","1","1","1","1","1","1","1","1"
,"1","1","1","0.9","0.8","0.9","1","1","1","0.9"
,"0.8","1","1","0.9","1","0.8","1","1","0.8","0.8"
,"1","0.9","0.9","0.9","1","1","1","1","1","1"
,"1","1","1","0.8","1","1","1","1","0.8","1"
,"1","0.8","1","0.9","1","1","1","0.9","0.9","0.9"
,"1","0.9","1","1","0.9","0.9","1","1","0.9","1"
,"1","1","0.9","0.8","0.8","1","0.9","0.8","0.9","0.9"
,"0.9","0.8","0.8","0.9","1","1","1","1","1","0.9"
,"0.8","0.9","1","1","0.9","0.9","0.9","1","1","0.8"
,"1","1","1","1","1","0.8","0.9","1","1","0.9"
,"0.8","1","0.9","0.9","0.8","0.9","0.9","1","1","1"
,"0.8","1","0.8","0.9","0.8","0.9","0.8","0.8","0.8","1"
,"0.8","1","1","0.9","1","1","1","1","0.9","1"
,"1","0.8","1","1","0.9","1","1","1","0.9","0.9"
,"0.9","1","1","0.9","1","1","1","0.9","0.9","1"
,"0.9","0.9","0.9","1","0.9","1","0.9","1","1","1"
,"0.8","0.9","0.9","0.9","1","1","0.8","1","1","0.9"
,"1","1","0.8","0.9","0.8","0.9","0.8","0.8","1","0.9"
,"1","1","0.9","0.7","1","0.8","1","1","1","1"
,"1","1","1","1","0.8","0.9","0.9","1","0.9","0.9"
,"0.8","0.8","1","0.9","0.9","0.9","0.8","0.8","0.6","0.8"
,"0.8","1","0.8","1","1","0.9","1","1","0.8","0.8"
,"0.8","0.8","1","0.9","0.9","1","1","0.9","1","0.8"
,"1","1","0.9","0.9","0.9","1","0.9","1","1","1"
,"0.9","1","1","0.8","0.9","1","0.8","0.9","1","0.8"
,"0.8","0.9","1","1","0.8","1","1","1","0.8","1"
,"0.9","1","0.8","0.8","1","0.9","1","1","0.8","0.8"
,"1","0.9","1","0.9","1","1","1","0.8","1","0.9"
,"1","0.9","1","0.9","1","1","0.8","0.9","0.9","0.9"
,"0.9","0.9","1","1","1","0.9","1","0.8","1","1"
,"1","0.9","0.9","1","0.9","1","0.9","0.8","1","1"
,"0.8","0.8","1","0.9","1","1","0.9","0.9","1","1"
,"1","1","0.9","1","1","0.9","1","1","0.9","1"
,"0.8","1","0.8","1","0.9","1","1","0.8","1","1"
,"1","1","1","1","1","0.9","0.8","1","1","0.8"
,"1","0.7","0.8","1","1","1","1","0.8","0.8","0.8"
,"0.8","1","0.9","1","1","0.8","0.8","1","0.8","1"
,"1","1","1","0.8","0.8","0.8","1","1","1","0.9"
,"0.9","1","1","0.9","0.8","0.9","0.8","1","0.9","0.9"
,"1","0.8","0.9","1","0.8","0.8","0.9","1","0.9","1"
,"1","0.9","0.9","0.9","1","1","1","0.8","1","0.8"
,"1","1","1","0.8","1","0.9","0.9","1","0.9","1"
,"1","0.9","1","1","1","0.9","1","0.9","1","0.9"
,"1","0.8","1","0.8","0.8","0.9","1","0.9","1","1"
,"1","1","1","1","0.8","1","1","1","1","1"
,"0.9","0.8","0.8","0.9","1","0.9","1","1","0.8","1"
,"0.9","1","0.8","1","1","1","0.9","0.9","1","0.8"
,"0.9","0.9","1","0.8","1","0.8","0.9","0.8","1","1"
,"1","0.9","0.9","1","1","1","0.8","0.9","0.9","1"
,"1","0.9","1","1","0.9","0.8","0.9","1","0.8","1"
,"0.9","1","0.9","1","0.9","0.9","0.9","0.9","0.9","1"
,"1","1","1","0.9","0.9","1","0.9","0.9","1","1"
,"1","1","1","1","1","1","0.8","0.9","1","1"
,"1","1","1","0.9","1","1","0.9","0.9","1","1"
,"0.9","0.9","0.8","1","0.8","1","1","1","0.8","0.8"
,"0.9","0.9","1","1","0.9","0.9","1","1","0.8","1"
,"0.9","1","1","0.9","0.8","1","0.9","0.9","0.9","1"
,"1","1","0.8","1","1","0.8","1","0.9","0.9","0.9"
,"0.8","1","0.9","1","1","1","1","0.9","1","0.9"
,"1","1","1","0.8","1","1","0.9","1","0.8","1"
,"1","1","0.8","0.9","0.8","0.9","1","1","0.9","1"
,"1","1","0.9","1","0.9","1","0.9","0.9","1","0.9"
,"0.9","1","1","1","1","0.9","1","0.6","0.9","1"
,"0.9","1","1","0.8","0.9","1","0.9","0.9","1","0.8"
,"0.8","0.8","1","0.8","1","1","1","1","1","1"
,"0.9","0.9","0.8","0.9","0.9","0.9","0.9","0.8","0.8","1"
,"0.9","1","0.9","0.9","0.8","1","0.9","0.9","0.8","0.9"
,"0.8","0.9","0.9","1","0.9","0.9","0.9","0.9","0.8","1"
,"0.9","1","1","1","0.9","1","0.9","1","1","0.9"
,"1","1","1","1","0.9","1","1","0.9","0.8","1"
,"1","1","1","1","1","0.9","0.9","1","0.8","1"
,"1","1","1","0.8","1","1","0.8","0.7","0.9","1"
,"0.9","0.8","1","1","1","1","0.9","0.9","0.8","0.9"
,"0.8","1","0.9","0.9","0.9","0.9","0.8","1","1","1"
,"1","1","1","1","0.9","0.8","1","1","0.8","1"
,"0.9","1","0.9","1","1","1","0.9","1","1","1"
,"1","0.8","0.9","0.9","1","0.9","0.9","1","0.9","0.8"
,"1","0.8","0.9","1","1","1","0.9","1","0.9","0.8"
,"0.9","1","1","0.9","0.8","0.9","0.7","1","0.8","1"
,"1","1","1","1","1","1","0.8","1","0.8","1"
,"0.9","0.8","1","1","1","1","1","1","0.9","1"
,"0.8","0.8","1","1","1","0.9","1","0.9","0.9","1"
,"0.9","1","1","0.9","1","0.9","0.8","1","1","0.9"
,"0.9","0.8","0.9","1","1","1","0.8","0.6","0.9","1"
,"1","0.6","0.9","0.9","0.9","1","0.9","0.9","0.9","0.8"
,"1","0.9","1","1","1","1","0.8","1","1","1"
,"0.8","1","1","0.9","0.7","0.8","1","1","0.8","1"
,"0.8","1","1","1","0.9","1","1","0.9","0.9","1"
,"0.8","0.8","0.7","1","0.8","0.9","0.9","1","1","1"
,"0.8","0.9","1","0.9","1","1","0.8","1","1","0.9"
,"0.9","1","0.9","1","1","1","1","0.8","1","0.9"
,"0.9","0.9","0.9","1","0.9","1","1","1","1","0.9"
,"0.9","1","1","0.9","1","0.8","0.9","1","1","0.9"
,"0.9","0.8","1","0.9","0.9","1","1","0.9","1","1"
,"0.8","0.9","1","1","0.9","1","1","1","0.9","0.9"
,"1","0.9","0.9","0.8","1","1","1","0.9","0.8","0.9"
,"1","1","1","1","0.9","1","1","1","1","1"
,"0.8","1","1","0.9","0.9","1","1","1","0.8","0.8"
,"0.9","1","1","0.9","0.9","1","0.9","1","1","0.9"
,"0.9","0.9","0.8","0.9","1","1","0.9","0.9","1","1"
,"1","0.8","0.8","1","0.9","1","0.8","1","0.8","0.8"
,"0.8","0.9","1","0.8","1","0.9","1","0.8","0.9","1"
,"1","1","1","0.8","1","0.9","0.8","0.9","1","1"
,"0.9","1","0.9","1","1","1","1","1","1","1"
,"0.9","0.8","0.9","1","0.9","1","1","1","1","0.8"
,"0.9","1","0.9","0.8","0.8","1","0.9","1","1","1"
,"1","1","1","0.8","0.8","1","1","0.9","0.9","0.9"
,"0.9","1","1","1","0.9","1","1","1","1","0.9"
,"1","0.9","1","1","1","0.8","0.9","1","1","1"
,"0.9","1","1","0.9","0.9","1","1","0.8","1","1"
,"0.9","1","0.9","1","0.9","0.9","0.9","0.9","1","1"
,"1","1","1","0.8","1","0.9","1","0.8","1","0.8"
,"0.9","0.9","0.9","1","0.9","0.8","0.8","0.8","1","0.9"
,"0.9","0.9","1","0.9","0.7","1","1","0.9","1","1"
,"0.9","0.8","1","0.9","0.9","1","1","1","1","0.9"
,"0.8","1","1","1","0.8","0.8","0.9","1","1","0.8"
,"0.9","0.9","1","1","0.9","0.9","0.9","0.8","1","1"
,"1","0.8","1","1","1","1","1","0.8","0.8","1"
,"0.9","0.8","1","0.9","0.8","1","0.9","1","1","0.9"
,"0.8","0.7","0.9","0.9","0.9","1","1","1","0.9","1"
,"0.9","1","0.8","0.9","1","0.8","1","1","1","0.7"
,"0.9","1","0.8","1","0.9","0.9","0.9","1","0.8","0.9"
,"1","0.9","0.8","0.8","1","0.9","0.8","1","1","1"
,"1","1","1","0.9","1","0.9","1","0.8","1","0.9"
,"1","0.9","0.9","0.9","0.9","1","0.9","0.9","0.8","0.9"
,"1","0.9","1","1","0.8","1","0.9","1","0.9","1"
,"1","0.8","1","0.9","0.8","0.9","0.9","1","1","1"
,"0.9","0.8","0.9","1","1","0.9","0.9","0.9","1","1"
,"0.9","1","0.9","1","1","1","0.9","1","1","1"
,"1","0.8","1","0.9","0.8","1","1","1","1","1"
,"1","1","1","0.9","0.8","1","1","0.9","0.9","1"
,"1","1","1","0.9","1","1","1","0.8","1","0.7"
,"1","1","0.8","0.9","0.9","1","1","1","1","1"
,"1","0.8","1","0.9","1","1","1","1","1","0.9"
,"0.9","1","0.8","1","0.8","1","1","0.9","1","1"
,"0.8","0.9","0.8","0.8","1","0.9","0.8","1","1","1"
,"0.9","1","0.8","1","0.9","0.9","0.8","1","1","1"
,"1","1","1","0.9","0.8","0.9","0.8","1","1","0.8"
,"0.9","1","1","1","1","1","0.9","1","0.9","1"
,"1","1","0.8","1","0.8","0.9","0.9","1","1","1"
,"1","0.9","1","0.9","0.9","0.8","1","1","1","0.9"
,"1","0.7","1","0.9","1","0.9","0.8","0.9","1","1"
,"1","0.9","1","1","1","0.9","1","0.9","0.7","0.9"
,"0.9","1","1","0.8","0.9","0.9","1","0.8","1","0.9"
,"0.9","1","1","1","0.9","0.8","1","0.8","0.9","0.8"
,"1","0.9","1","1","0.9","1","1","0.9","0.8","0.9"
,"0.8","0.9","0.9","0.8","0.7","1","1","1","0.9","0.9"
,"0.8","1","1","1","0.9","1","1","0.9","0.9","0.9"
,"1","0.9","0.9","1","1","0.9","1","1","1","1"
,"0.9","1","0.9","0.9","0.9","1","0.9","0.8","0.9","0.9"
,"1","1","0.8","0.8","0.8","1","0.9","0.8","1","1"
,"0.9","0.7","0.9","0.8","1","0.8","1","0.9","1","0.9"
,"0.9","0.9","0.8","0.9","1","0.8","1","1","0.9","1"
,"0.9","1","1","1","0.9","0.8","0.9","1","0.9","1"
,"0.8","1","1","1","0.8","1","0.7","0.8","0.8","1"
,"0.9","0.9","1","1","0.9","1","0.9","0.9","0.8","0.8"
,"0.9","1","1","1","1","0.9","0.9","1","1","0.9"
,"0.9","0.9","0.8","1","0.8","0.8","0.9","1","1","0.9"
,"1","0.8","0.8","1","0.9","0.9","1","1","1","1"
,"0.9","1","1","1","0.8","0.9","1","0.8","1","1"
,"0.8","0.9","0.8","1","1","1","1","1","1","0.9"
,"0.9","1","0.7","0.8","1","0.9","0.8","1","1","0.8"
,"1","1","1","1","1","0.9","1","1","0.9","1"
,"0.9","0.8","0.8","0.9","1","0.9","1","0.9","1","0.8"
,"1","0.9","0.9","1","1","0.9","0.7","0.9","0.9","0.8"
,"0.9","1","1","1","0.7","0.8","1","1","1","0.9"
,"0.9","0.9","1","0.9","1","1","1","0.9","1","1"
,"0.9","0.8","1","0.8","0.9","0.8","1","1","1","1"
,"1","0.8","0.9","0.8","1","0.9","1","1","1","1"
,"0.9","0.8","0.8","1","1","1","0.8","0.8","1","0.8"
,"1","1","0.9","1","1","1","0.8","1","1","0.9"
,"0.9","0.9","1","1","0.8","0.8","1","1","0.9","1"
,"1","1","1","0.8","0.8","0.8","1","1","1","0.8"
,"1","0.8","0.8","0.8","1","1","0.9","1","0.8","0.9"
,"1","0.8","0.9","1","1","0.8","0.9","0.7","0.9","1"
,"0.9","0.8","0.9","0.8","0.9","1","0.9","1","0.9","0.9"
,"1","0.9","0.9","0.9","1","1","1","1","1","0.9"
,"0.8","0.8","0.8","1","1","0.9","0.9","1","1","0.8"
,"1","0.9","1","0.9","0.8","1","1","0.8","0.9","0.8"
,"0.9","0.9","0.8","1","0.9","0.8","0.8","0.9","0.9","1"
,"1","0.9","1","1","0.9","1","1","0.7","0.9","0.9"
,"1","0.8","0.9","0.9","0.8","0.9","0.9","0.8","0.9","0.8"
,"1","1","0.9","0.9","0.8","0.8","0.9","0.9","1","0.9"
,"1","0.9","0.9","1","1","0.9","0.8","0.9","1","1"
,"1","1","0.9","0.9","0.9","1","1","1","1","1"
,"1","1","0.9","0.9","0.9","0.9","0.9","0.9","0.9","1"
,"0.8","0.9","0.9","1","1","1","0.7","1","1","1"
,"0.9","1","1","1","0.8","1","0.9","0.8","1","0.8"
,"0.9","0.8","0.8","0.9","1","0.9","1","0.9","1","1"
,"0.9","1","0.9","1","0.9","1","1","1","1","1"
,"0.8","1","1","0.8","0.8","1","0.9","1","0.8","1"
,"1","1","0.9","1","0.8","1","0.9","1","0.9","1"
,"1","0.9","1","1","0.9","1","1","1","1","1"
,"1","1","1","0.9","1","0.9","0.9","1","1","1"
,"0.8","1","1","0.9","1","0.8","0.9","1","0.9","1"
,"1","0.9","1","1","1","1","1","0.9","0.9","0.9"
,"0.9","1","1","0.9","0.8","0.9","0.9","0.9","1","1"
,"1","1","0.8","0.9","1","1","0.8","1","1","0.9"
,"0.9","0.8","0.8","1","0.9","1","0.9","0.8","0.9","1"
,"0.9","0.8","0.9","0.8","0.9","0.8","0.8","0.9","0.8","0.8"
,"1","0.9","1","0.8","0.9","1","0.8","0.8","0.9","0.9"
,"0.8","1","1","1","1","1","1","1","0.9","0.9"
,"0.8","1","0.9","1","1","0.9","1","0.9","1","0.9"
,"1","1","1","0.8","1","0.9","0.9","1","1","0.9"
,"1","1","1","0.9","1","1","0.9","1","1","0.9"
,"1","0.9","0.8","1","1","0.9","1","0.9","1","1"
,"1","0.9","1","1","1","1","1","1","1","0.8"
,"1","1","0.9","0.9","0.9","0.7","1","1","1","0.9"
,"1","1","0.8","0.9","1","0.9","0.9","1","0.9","1"
,"0.8","0.9","0.9","0.9","1","1","1","1","1","0.9"
,"0.9","1","0.8","0.9","0.8","0.9","1","0.9","0.8","0.9"
,"0.8","1","0.8","1","0.8","0.9","1","1","0.8","1"
,"0.8","0.9","0.9","0.9","1","0.8","0.8","1","0.9","1"
,"1","1","0.9","0.9","1","0.9","0.8","1","1","1"
,"1","1","0.9","1","1","1","0.9","0.9","1","0.9"
,"1","1","0.8","0.8","1","1","0.8","1","0.8","1"
